Pricing Date,PGR-Share Price (Daily)(%),S&P United States BMI Insurance (Industry Group) Index-Index Value (Daily)(%),AFG-Share Price (Daily)(%),ALL-Share Price (Daily)(%),AFL-Share Price (Daily)(%),TRV-Share Price (Daily)(%),,,,,
1/5/2022,324.81,93.11,276.83,85.87,161.22,197.58,,,,,
1/4/2022,321.80,94.98,284.21,86.04,161.65,196.14,,,,,
1/3/2022,321.14,92.20,277.72,81.65,153.35,190.09,,,,,
12/31/2021,323.82,93.37,282.40,80.69,153.87,191.36,,,,,
12/30/2021,325.47,93.27,281.04,80.74,154.61,192.07,,,,,
12/29/2021,329.27,94.07,287.22,81.15,155.61,193.35,,,,,
12/28/2021,326.71,93.30,284.57,79.83,154.30,192.64,,,,,
12/27/2021,326.59,93.11,283.10,78.28,153.04,190.63,,,,,
12/24/2021,NA,90.55,NA,NA,NA,NA,,,,,
12/23/2021,318.04,90.55,277.05,75.29,150.83,188.04,,,,,
12/22/2021,317.67,89.13,275.24,74.20,148.61,188.12,,,,,
12/21/2021,317.92,88.11,278.25,74.04,147.13,189.66,,,,,
12/20/2021,319.16,84.82,267.86,72.49,140.70,185.96,,,,,
12/17/2021,316.89,88.25,277.83,75.30,147.13,194.64,,,,,
12/16/2021,325.35,91.43,287.52,77.88,151.74,201.77,,,,,
12/15/2021,320.36,90.57,286.94,74.35,149.35,194.97,,,,,
12/14/2021,301.07,88.97,285.07,70.04,148.52,191.92,,,,,
12/13/2021,299.22,87.89,281.65,66.18,147.91,185.30,,,,,
12/10/2021,292.49,89.12,284.35,65.90,151.48,187.30,,,,,
12/9/2021,293.27,88.79,281.45,65.37,149.43,185.88,,,,,
12/8/2021,292.73,89.63,284.60,67.44,146.65,186.24,,,,,
12/7/2021,299.71,89.54,281.84,69.31,146.57,185.14,,,,,
12/6/2021,299.63,87.53,278.86,68.61,142.26,182.77,,,,,
12/3/2021,293.15,84.16,272.24,66.36,136.00,177.82,,,,,
12/2/2021,296.37,85.94,281.45,68.45,140.22,179.68,,,,,
12/1/2021,284.52,80.16,270.18,64.54,133.35,170.96,,,,,
11/30/2021,283.73,82.24,272.07,66.98,135.39,173.70,,,,,
11/29/2021,292.11,86.95,284.68,73.77,142.17,183.85,,,,,
11/26/2021,290.55,87.33,287.30,76.81,141.61,186.20,,,,,
11/25/2021,NA,92.62,NA,NA,NA,NA,,,,,
11/24/2021,294.88,92.62,294.68,76.16,147.87,196.09,,,,,
11/23/2021,290.26,93.25,303.40,76.47,146.96,198.49,,,,,
