Cluster,Ticker
1,ACGL
1,MKL
8,AFG
8,ORI
8,PGR
4,AFL
4,IFC
4,SREN
3,AIG
3,ALL
3,AXS
3,CNA
3,EG
3,HIG
3,MCY
3,TRV
3,ZURN
7,AIZ
7,MAP
7,SKWD
5,ALIZY
5,CB
5,KNSL
6,APO
6,RLI
6,THG
10,BRK
10,HRTG
10,JRVR
10,KMPR
2,CINF
2,WRB
9,FRFHF
9,SIGI
9,TIPT
9,UVE
