TICKER,YEAR,QUARTER,AVG_FINBERT_NEGATIVE
CB,2007,Q3,0.11393113778187679
CB,2007,Q4,0.3546363612016042
CB,2008,Q1,0.5406221236501422
CB,2008,Q2,0.11934835463762283
CB,2009,Q1,0.23567155748605728
CB,2009,Q2,0.15685596636363439
CB,2009,Q3,0.08106663666273418
CB,2009,Q4,0.23356566578149796
CB,2010,Q1,0.19976645708084106
CB,2010,Q2,0.16878109253369844
CB,2010,Q4,0.2628098757643449
CB,2011,Q1,0.16701491994242515
CB,2011,Q2,0.17017621579377548
CB,2011,Q3,0.2934777150551478
CB,2011,Q4,0.19903777734093045
CB,2012,Q1,0.13167304613373496
CB,2012,Q2,0.18023823914320572
CB,2012,Q3,0.17207390069961548
CB,2012,Q4,0.2863195203244686
CB,2013,Q1,0.09023427963256836
CB,2013,Q2,0.1634004478869231
CB,2013,Q3,0.08809439539909363
CB,2013,Q4,0.05856075244290488
CB,2014,Q1,0.11534960960087023
CB,2014,Q2,0.04627876811557346
CB,2014,Q3,0.131677684875635
CB,2014,Q4,0.03734929084777832
CB,2015,Q1,0.12409676532996328
CB,2015,Q2,0.06915100557463509
CB,2015,Q3,0.4370149757180895
CB,2015,Q4,0.19342133402824402
CB,2016,Q1,0.14571198591819176
CB,2016,Q2,0.15980234493811926
CB,2016,Q3,0.22261857635834637
CB,2016,Q4,0.302604286758988
CB,2017,Q1,0.5292278587818146
CB,2017,Q2,0.2706600683076041
CB,2017,Q3,0.27384873953732575
CB,2017,Q4,0.19023755618504115
CB,2018,Q1,0.21958207142980476
CB,2018,Q2,0.1504124641418457
CB,2018,Q3,0.2778107313548817
CB,2018,Q4,0.25167075651032583
CB,2019,Q1,0.08517917990684509
CB,2019,Q2,0.060230303555727
CB,2019,Q3,0.18123037740588188
CB,2019,Q4,0.27581286430358887
CB,2020,Q1,0.23030692109694847
CB,2020,Q2,0.2153169077795905
CB,2020,Q3,0.24796437165316412
CB,2020,Q4,0.34597356617450714
CB,2021,Q1,0.3193559758365154
CB,2021,Q2,0.13713565894535612
CB,2021,Q3,0.20827784708568028
CB,2021,Q4,0.14529765110749465
CB,2022,Q1,0.2628252397884022
CB,2022,Q2,0.1922452449798584
CB,2022,Q3,0.22783953988033792
CB,2022,Q4,0.08417861357979152
CB,2023,Q1,0.10501306454340617
CB,2023,Q2,0.1199977546930313
CB,2023,Q3,0.10112905502319335
CB,2023,Q4,0.18348815706041124
CB,2024,Q1,0.08083902299404143
CB,2024,Q2,0.15819968779881793
CB,2024,Q3,0.13346060684749056
CB,2024,Q4,0.181209032950194
CINF,2008,Q2,0.2891320396553386
CINF,2008,Q3,0.3012459942927727
CINF,2009,Q1,0.0813312977552414
CINF,2009,Q2,0.22168809175491333
CINF,2009,Q3,0.31425974890589714
CINF,2009,Q4,0.10524605380164254
CINF,2010,Q1,0.1001064313782586
CINF,2010,Q3,0.11288609902064005
CINF,2010,Q4,0.04896438121795654
CINF,2011,Q2,0.33638860525623443
CINF,2011,Q3,0.084407319193301
CINF,2011,Q4,0.10144612965760408
CINF,2012,Q1,0.04801341107017115
CINF,2012,Q2,0.02139789553788992
CINF,2012,Q3,0.09315979878107707
CINF,2012,Q4,0.04317208582704717
CINF,2013,Q1,0.06946580750601632
CINF,2013,Q2,0.0
CINF,2013,Q3,0.04507115483283996
CINF,2013,Q4,0.059032779186964035
CINF,2014,Q1,0.1260447253783544
CINF,2014,Q2,0.2621569074690342
CINF,2014,Q3,0.0
CINF,2014,Q4,0.0
CINF,2015,Q1,0.09764048882893153
CINF,2015,Q2,0.09740089972813924
CINF,2015,Q3,0.09557462400860256
CINF,2015,Q4,0.09550978541374208
CINF,2016,Q1,0.07239244878292084
CINF,2016,Q2,0.1445026956498623
CINF,2016,Q3,0.059155120569116926
CINF,2016,Q4,0.03903589606285095
CINF,2017,Q1,0.0824315185132234
CINF,2017,Q2,0.07091913314966056
CINF,2017,Q3,0.14604994962955342
CINF,2017,Q4,0.04988473967501992
CINF,2018,Q1,0.07950693865617116
CINF,2018,Q2,0.0
CINF,2018,Q3,0.12744057178497314
CINF,2018,Q4,0.0
CINF,2019,Q1,0.0775100103131047
CINF,2019,Q2,0.10801830887794495
CINF,2019,Q3,0.0
CINF,2019,Q4,0.0
CINF,2020,Q1,0.04924974326164492
CINF,2020,Q2,0.15361038934100757
CINF,2020,Q3,0.1488137369354566
CINF,2020,Q4,0.05962410798439613
CINF,2021,Q1,0.0
CINF,2021,Q2,0.026332186027006668
CINF,2021,Q3,0.2878800813968365
CINF,2021,Q4,0.0728820378963764
CINF,2022,Q1,0.08365582823753356
CINF,2022,Q2,0.1792660415172577
CINF,2022,Q3,0.25821582170633167
CINF,2022,Q4,0.10019146326260689
CINF,2023,Q1,0.10391560489056158
CINF,2023,Q2,0.0
CINF,2023,Q3,0.0
CINF,2023,Q4,0.057865683849041276
CINF,2024,Q1,0.0
CINF,2024,Q2,0.07731249657544223
CINF,2024,Q3,0.15861966680077946
CNA,2007,Q3,0.0
CNA,2007,Q4,0.0
CNA,2008,Q1,0.2119524147775438
CNA,2008,Q2,0.5265610984393528
CNA,2008,Q3,0.3506205292309032
CNA,2008,Q4,0.5087215363979339
CNA,2009,Q1,0.2479693114757538
CNA,2009,Q2,0.30281300842761993
CNA,2009,Q3,0.1363273479721763
CNA,2009,Q4,0.0
CNA,2010,Q1,0.27707748115062714
CNA,2010,Q2,0.1398364227751027
CNA,2010,Q3,0.5390161739455329
CNA,2010,Q4,0.29726333618164064
CNA,2011,Q1,0.17930008636580574
CNA,2011,Q2,0.28389222323894503
CNA,2011,Q3,0.1634950531380517
CNA,2011,Q4,0.16050049066543579
CNA,2012,Q1,0.10926941913716934
CNA,2012,Q2,0.0
CNA,2012,Q3,0.04709896743297577
CNA,2012,Q4,0.22621286511421204
CNA,2013,Q1,0.03242540100346441
CNA,2013,Q2,0.05263400822877884
CNA,2013,Q3,0.12021145863192421
CNA,2013,Q4,0.1489558219909668
