TICKER,YEAR,QUARTER,AVG_FINBERT_NEGATIVE
FRFHF,2009,Q4,0.6678496241569519
FRFHF,2010,Q2,0.2588341037432353
FRFHF,2010,Q3,0.4797508269548416
FRFHF,2010,Q4,0.6486671566963196
FRFHF,2011,Q1,0.3446054458618164
FRFHF,2011,Q2,0.73853999376297
FRFHF,2011,Q3,0.5971772244998387
FRFHF,2011,Q4,0.16975711782773337
FRFHF,2012,Q1,0.9428207278251648
FRFHF,2012,Q2,0.5595840066671371
FRFHF,2012,Q3,0.859319344162941
FRFHF,2012,Q4,0.6619612634181976
FRFHF,2013,Q2,0.5522317488988241
FRFHF,2013,Q3,0.7157324254512787
FRFHF,2013,Q4,0.5087621874279447
FRFHF,2014,Q1,0.8641823530197144
FRFHF,2014,Q2,0.0
FRFHF,2014,Q3,0.0
FRFHF,2014,Q4,0.894604504108429
FRFHF,2015,Q4,0.0
FRFHF,2016,Q1,0.0
FRFHF,2016,Q2,0.4621636420488357
FRFHF,2016,Q3,0.1579781969388326
FRFHF,2016,Q4,0.22583635648091635
FRFHF,2017,Q2,0.9263261556625366
FRFHF,2017,Q3,0.601562750339508
FRFHF,2017,Q4,0.6106195131937663
FRFHF,2018,Q1,0.0
FRFHF,2018,Q3,0.3792161345481873
FRFHF,2018,Q4,0.5189980268478394
FRFHF,2019,Q3,0.7706433057785034
FRFHF,2019,Q4,0.5492350596647996
FRFHF,2020,Q1,0.4267987906932831
FRFHF,2020,Q2,0.3932806491851807
FRFHF,2020,Q3,0.9154672622680664
FRFHF,2020,Q4,0.2705373167991638
FRFHF,2021,Q3,0.6018133621949416
FRFHF,2021,Q4,0.937120795249939
FRFHF,2022,Q1,0.9651354551315308
FRFHF,2022,Q2,0.9192372858524323
FRFHF,2022,Q3,0.4063433238438197
FRFHF,2022,Q4,0.38560636043548585
FRFHF,2023,Q1,0.20115997393925986
FRFHF,2023,Q2,0.26485153039296466
FRFHF,2023,Q3,0.8667637407779694
FRFHF,2023,Q4,0.6239473422368368
FRFHF,2024,Q2,0.0
FRFHF,2024,Q3,0.5913124481836954
HIG,2008,Q3,0.0
HIG,2011,Q1,0.0
HIG,2011,Q2,0.0
HIG,2012,Q3,0.0
HIG,2013,Q1,0.0
HIG,2015,Q3,0.4760847687721252
HIG,2016,Q3,0.7216078490018845
HIG,2016,Q4,0.93908029794693
HIG,2017,Q3,0.3878753014973232
HIG,2018,Q2,0.0
HIG,2018,Q3,0.6660996675491333
HIG,2018,Q4,0.5528048447200231
HIG,2019,Q2,0.7097147703170776
HIG,2019,Q3,0.21799544990062714
HIG,2019,Q4,0.0
HIG,2020,Q2,0.0
HIG,2020,Q3,0.7705937504768372
HIG,2020,Q4,0.4873791933059692
HIG,2021,Q3,0.4808046221733094
HIG,2022,Q3,0.21830233931541443
HIG,2022,Q4,0.6627736687660217
HIG,2023,Q2,0.0
HIG,2023,Q3,0.9142210483551024
HIG,2024,Q3,0.3142513334751129
HIG,2024,Q4,0.10592379420995712
HRTG,2014,Q2,0.0
HRTG,2014,Q4,0.0
HRTG,2015,Q1,0.3471645414829254
HRTG,2015,Q2,0.0
HRTG,2015,Q3,0.8970977663993835
HRTG,2015,Q4,0.24484947323799133
HRTG,2016,Q1,0.2391285598278046
HRTG,2016,Q2,0.0
HRTG,2016,Q3,0.32105861107508343
HRTG,2016,Q4,0.3734745979309082
HRTG,2017,Q2,0.0
HRTG,2017,Q3,0.3784124106168747
HRTG,2017,Q4,0.227059809366862
HRTG,2018,Q1,0.9470126926898956
HRTG,2018,Q2,0.0
HRTG,2018,Q3,0.21865583459536234
HRTG,2018,Q4,0.49578354756037396
HRTG,2019,Q1,0.4385179877281189
HRTG,2019,Q2,0.0
HRTG,2019,Q3,0.5415963530540466
HRTG,2019,Q4,0.6133870929479599
HRTG,2020,Q1,0.3951847453912099
HRTG,2020,Q2,0.4712507724761963
HRTG,2020,Q3,0.9273510575294495
HRTG,2021,Q2,0.0
HRTG,2022,Q3,0.3566249832510948
HRTG,2022,Q4,0.6166533976793289
HRTG,2023,Q3,0.37186105251312257
HRTG,2024,Q2,0.0
HRTG,2024,Q3,0.31389936804771423
IFC,2011,Q2,0.4782377779483795
IFC,2011,Q3,0.962340772151947
IFC,2012,Q2,0.0
IFC,2012,Q3,0.0
IFC,2013,Q2,0.30314720670382184
IFC,2013,Q3,0.20435346089876616
IFC,2013,Q4,0.1559670070807139
IFC,2014,Q1,0.0
IFC,2014,Q2,0.0
IFC,2014,Q3,0.0
IFC,2014,Q4,0.0
IFC,2015,Q3,0.0
IFC,2016,Q2,0.20123746246099472
IFC,2016,Q3,0.0
IFC,2017,Q2,0.0
IFC,2017,Q3,0.0
IFC,2017,Q4,0.0
IFC,2018,Q1,0.0
IFC,2018,Q2,0.0
IFC,2018,Q3,0.13507693154471262
IFC,2018,Q4,0.4852213263511657
IFC,2019,Q1,0.08774139881134033
IFC,2019,Q2,0.8761096596717834
IFC,2019,Q3,0.0
IFC,2019,Q4,0.0
IFC,2021,Q2,0.0
IFC,2021,Q3,0.07964728027582169
IFC,2021,Q4,0.0
IFC,2022,Q1,0.08249112218618393
IFC,2022,Q2,0.3490253686904907
IFC,2022,Q3,0.302796255458485
IFC,2022,Q4,0.0
IFC,2023,Q1,0.0
IFC,2023,Q2,0.3758173227310181
IFC,2023,Q3,0.35100447047840466
IFC,2023,Q4,0.4732147455215454
IFC,2024,Q1,0.0658169256316291
IFC,2024,Q2,0.08754442496733233
IFC,2024,Q3,0.17231471670998466
JRVR,2017,Q3,0.949398934841156
JRVR,2020,Q3,0.0
JRVR,2021,Q2,0.0
JRVR,2021,Q3,0.0
JRVR,2022,Q3,0.0
KMPR,2012,Q3,0.45738743245601654
KMPR,2012,Q4,0.0
KMPR,2014,Q2,0.0
KMPR,2015,Q3,0.0
KMPR,2016,Q3,0.0
KMPR,2017,Q3,0.2599027327128819
KMPR,2017,Q4,0.0
KMPR,2018,Q2,0.9689127206802368
KMPR,2019,Q3,0.0
KMPR,2020,Q1,0.6320481896400452
KMPR,2020,Q3,0.9453794360160828
KMPR,2020,Q4,0.0
KMPR,2021,Q3,0.9612073600292206
KMPR,2022,Q3,0.4946730136871338
KMPR,2023,Q2,0.0
KMPR,2024,Q3,0.0
KMPR,2024,Q4,0.0
KNSL,2016,Q4,0.23771099746227264
KNSL,2017,Q3,0.3608576536178589
KNSL,2017,Q4,0.0
KNSL,2018,Q1,0.0
KNSL,2018,Q3,0.0
KNSL,2018,Q4,0.7694529592990875
KNSL,2020,Q3,0.30462200111813015
KNSL,2021,Q1,0.0
KNSL,2021,Q3,0.7071859985589981
KNSL,2022,Q1,0.6555740833282471
KNSL,2022,Q3,0.21314772963523865
KNSL,2022,Q4,0.2425006031990051
KNSL,2023,Q1,0.3238324721654256
KNSL,2023,Q2,0.8629211783409119
KNSL,2023,Q3,0.4376434768949236
KNSL,2024,Q2,0.2617674072583516
KNSL,2024,Q3,0.391114205121994
MAP,2011,Q1,0.45658144950866697
MAP,2011,Q2,0.32379744450251263
MAP,2011,Q3,0.34459930658340454
MAP,2011,Q4,0.0
MAP,2012,Q1,0.4645649492740631
MAP,2012,Q2,0.6747164279222488
MAP,2012,Q4,0.5184341073036194
MAP,2013,Q2,0.5010980168978373
MAP,2013,Q3,0.0
MAP,2014,Q1,0.4566194415092468
MAP,2014,Q2,0.08102881056921822
MAP,2014,Q3,0.3341246247291565
MAP,2014,Q4,0.9548429548740387
MAP,2015,Q2,0.0
