TICKER,YEAR,QUARTER,AVG_FINBERT_NEGATIVE,AVG_VADER_NEGATIVE
AIG,2012,4Q,0.0005006789958379336,0.013
AIG,2013,1Q,0.1429385630339679,0.13928571428571426
AIG,2013,2Q,0.1579266603348382,0.12499999999999999
AIG,2013,3Q,0.3010291172047043,0.2631428571428571
AIG,2013,4Q,0.20434018910105017,0.05142857142857143
AIG,2014,1Q,0.054833576829802826,0.17928571428571427
AIG,2014,2Q,0.17167090766252358,0.0718
AIG,2014,3Q,5.639634181875408e-08,0.0
AIG,2014,4Q,0.35805584007813235,0.16116666666666665
AIG,2015,1Q,0.1406413939398435,0.07215384615384615
AIG,2015,2Q,0.12090114941537253,0.05
AIG,2015,3Q,0.5179600156774028,0.148
AIG,2015,4Q,0.12444232995853442,0.07470833333333332
AIG,2016,1Q,0.1801246336957429,0.07302631578947368
AIG,2016,2Q,0.2972932438161577,0.075
AIG,2016,3Q,0.2425353565247657,0.07515
AIG,2016,4Q,0.26329624069670093,0.10313333333333333
AIG,2017,1Q,0.16909756538074017,0.14133333333333334
AIG,2017,2Q,0.1886340238325136,0.21462499999999998
AIG,2017,3Q,0.2822642680537319,0.12578124999999998
AIG,2017,4Q,0.1537113627273488,0.09278571428571428
AIG,2018,1Q,0.22114929938046454,0.13251612903225804
AIG,2018,2Q,0.1699237040318303,0.054722222222222214
AIG,2018,3Q,0.35195529245296636,0.10066666666666667
AIG,2018,4Q,0.16809854609310806,0.07573333333333333
AIG,2019,1Q,0.08534692735624799,0.04853333333333333
AIG,2019,2Q,0.10197482820761694,0.05931034482758621
AIG,2019,3Q,0.15518406615221947,0.06012121212121212
AIG,2019,4Q,0.10838186085925251,0.044031249999999994
AIG,2020,1Q,0.15036070149218966,0.08635897435897434
AIG,2020,2Q,0.17308790504854402,0.08279999999999998
AIG,2020,3Q,0.18611611755318958,0.061
AIG,2020,4Q,0.060332017029416936,0.06899999999999999
AIG,2021,1Q,0.15132375426259156,0.05404166666666666
AIG,2021,2Q,0.0625559369620534,0.05266666666666666
AIG,2021,3Q,0.14479932016455366,0.05420689655172414
AIG,2021,4Q,0.1977441508966271,0.05915625
AIG,2022,1Q,0.10097437331068124,0.08313043478260869
AIG,2022,2Q,0.4186704704415769,0.103
AIG,2022,3Q,0.34365247463814097,0.06604347826086956
AIG,2022,4Q,0.18683391883826406,0.04740540540540541
AIG,2023,1Q,0.13273206217226793,0.10481818181818182
AIG,2023,2Q,0.27635778480128065,0.0678108108108108
AIG,2023,3Q,0.06478811546477255,0.0843125
AIG,2023,4Q,0.12053986499188951,0.08639473684210526
AIG,2024,1Q,0.15541084820840062,0.12217948717948716
AIG,2024,2Q,0.13512570922173636,0.0948857142857143
AIG,2024,3Q,0.2220002275477503,0.1336774193548387
AIZ,2007,4Q,0.3215047687470663,0.163
AIZ,2008,1Q,0.09603658864158841,0.07114285714285715
AIZ,2008,2Q,0.15436003858523142,0.08506666666666667
AIZ,2008,3Q,0.16820850746552832,0.08678947368421053
AIZ,2008,4Q,0.22834295431413373,0.112
AIZ,2009,1Q,0.28230952306792007,0.076
AIZ,2009,3Q,0.40065269156740657,0.1924
AIZ,2009,4Q,0.21935316735782004,0.11564285714285714
AIZ,2010,1Q,0.0007026255013728778,0.04075
AIZ,2010,2Q,0.16822168608597415,0.13542857142857143
AIZ,2011,1Q,0.2692731746943006,0.11555555555555551
AIZ,2011,2Q,0.4620762615597016,0.159625
AIZ,2011,3Q,0.2153296415676614,0.12792857142857142
AIZ,2011,4Q,0.016375088995516728,0.009499999999999988
AIZ,2012,1Q,0.09039386199341015,0.07336363636363635
AIZ,2012,2Q,0.18400685733311165,0.19742857142857143
AIZ,2012,3Q,0.1564612213102149,0.17284615384615384
AIZ,2012,4Q,0.24289947899734082,0.1947142857142857
AIZ,2013,1Q,0.17614783415338023,0.05539999999999999
AIZ,2013,2Q,0.2465389079320683,0.057
AIZ,2013,3Q,0.00018990962331724592,0.03957142857142858
AIZ,2013,4Q,0.25039139857285875,0.1673333333333333
AIZ,2014,1Q,0.25357924373383867,0.20775
AIZ,2014,2Q,0.09155172910124577,0.09372727272727271
AIZ,2014,3Q,0.005972678662511817,0.04577777777777778
AIZ,2014,4Q,0.2624478463378747,0.09824999999999999
AIZ,2015,1Q,0.03779126613509164,0.11539999999999999
AIZ,2015,2Q,0.15466256094362674,0.07799999999999997
AIZ,2015,3Q,0.006090617013563814,0.10625
AIZ,2015,4Q,0.198581056732354,0.12289999999999997
AIZ,2016,1Q,0.18211785703577166,0.1797272727272727
AIZ,2016,2Q,0.4457295122388637,0.22977777777777778
AIZ,2016,3Q,0.2576150333895845,0.11439999999999999
