ticker,Year,compound_sentiment,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density
AFG,2007,0.06834285714285715,22.65857142857143,23.24,0.0,0.8788768036591895
AFG,2008,-0.15296250000000003,15.730500000000001,25.008249999999997,0.5599999999999999,0.8603827379073093
AFG,2009,-0.01528085106382977,14.742127659574466,26.503829787234043,0.0,0.8265557754702371
AFG,2010,-0.10511481481481479,8.415185185185184,27.11074074074074,0.0,0.8504581542332368
AFG,2011,-0.2039396825396825,14.43666666666667,25.772539682539676,0.0,0.816784623301148
AFG,2012,-0.03184499999999998,22.10275,24.05075,0.0,0.8462962741264859
AFG,2013,0.048765217391304364,22.364782608695652,24.067173913043476,0.0,0.820258492785069
AFG,2014,-0.05879591836734694,20.132448979591835,24.79836734693877,0.24285714285714285,0.8225752088795555
AFG,2015,0.10058823529411764,13.716470588235298,25.123529411764704,0.0,0.8396036766534818
AFG,2016,-0.3189307692307693,22.88615384615385,23.024615384615387,0.0,0.8452514609813812
AFG,2017,-0.08637115384615382,24.52201923076923,23.936730769230767,0.11442307692307693,0.837232156082123
AFG,2018,-0.26388676470588235,23.223823529411764,24.09764705882353,0.0,0.849251511731402
AFG,2019,-0.029049999999999958,26.457254901960784,24.160000000000007,0.0,0.818963762552258
AFG,2020,0.10493333333333328,16.614777777777785,25.63688888888889,0.0,0.825039680749059
AFG,2021,-0.017860919540229902,20.254367816091957,25.996896551724134,0.0,0.8124360634872517
AFG,2022,-0.02734787234042554,18.633085106382982,26.707127659574464,0.0,0.8174662106513491
AFG,2023,-0.09961948051948047,17.358831168831163,26.739870129870138,0.0,0.823321009901956
AFG,2024,-0.05371836734693878,23.029999999999998,23.496938775510202,0.0,0.8630839166360551
AFL,2009,-0.8519,51.18,18.89,0.0,0.7333333333333333
AFL,2010,0.8322499999999999,24.11,25.884999999999998,0.0,0.8717948717948718
AFL,2011,-0.23313333333333333,13.056666666666667,31.566666666666663,0.0,0.7650422352176737
AFL,2012,0.6276399999999999,17.612000000000002,30.701999999999998,0.0,0.7981071826724
AFL,2013,0.2998272727272728,44.82,19.766136363636363,0.0,0.8599609427194745
AFL,2014,0.559892857142857,36.541190476190465,21.05928571428571,0.0,0.852195014409325
AFL,2015,0.313,38.8908,20.446600000000004,0.0,0.8568909582217736
AFL,2016,0.59523,20.726999999999997,28.323,0.0,0.7893843358744689
AFL,2017,0.64822,12.944000000000006,28.508,0.0,0.8491637985915746
AFL,2018,0.293,25.294999999999998,23.08,0.0,0.8134469696969697
AFL,2020,-0.3182,44.75,19.99,0.0,0.9302325581395349
AFL,2022,0.35223333333333334,5.046666666666667,32.083333333333336,0.0,0.8232142857142857
AFL,2023,0.42931842105263146,30.701842105263147,20.84684210526316,0.0,0.8761093577220457
AFL,2024,0.28517407407407414,33.67148148148148,21.400740740740737,0.0,0.8567692098079424
ALL,2007,-0.03545922330097087,24.191359223300967,24.72951456310679,0.0,0.8425917838288386
ALL,2008,-0.11664999999999996,32.75087499999999,21.732749999999996,0.0,0.8735967944526528
ALL,2009,0.0333263157894737,28.223157894736843,21.666315789473682,0.0,0.8737449134341312
ALL,2010,-0.34924719101123564,35.635842696629204,19.672134831460674,0.0,0.8948725903454366
ALL,2011,-0.20965555555555554,42.27925925925924,19.159407407407407,0.0,0.8838881311790125
ALL,2012,-0.14336444444444443,35.69666666666667,19.92577777777777,0.0,0.893366572544364
ALL,2013,-0.16605076923076922,35.16030769230769,20.43338461538462,0.0,0.8673981356575377
ALL,2014,-0.16505168539325843,32.7470786516854,20.918539325842694,0.0,0.865589089594285
ALL,2015,0.04502000000000001,34.89,20.905130434782606,0.0,0.8537175468022518
ALL,2016,-0.1006765765765766,41.464324324324316,18.145495495495496,0.0,0.8822608041448958
ALL,2017,-0.00044788732394366893,31.351408450704216,20.305633802816903,0.0,0.8929543660393615
ALL,2018,-0.2311859154929578,30.2549295774648,20.38788732394366,0.0,0.8855104602779629
ALL,2019,-0.09887228915662653,25.518433734939755,22.548674698795175,0.0,0.8788293163861901
ALL,2020,-0.05854722222222223,24.671111111111106,21.625277777777768,0.0,0.8704392736430699
ALL,2021,-0.026052564102564117,30.488461538461543,22.79705128205128,0.0,0.8521571406376063
ALL,2022,0.03303524590163933,22.867622950819666,23.424590163934408,0.0,0.8698400265466935
ALL,2023,-0.14574819277108444,26.493132530120473,21.9039156626506,0.0,0.8845758040617527
ALL,2024,0.10322151898734176,32.45645569620253,20.824050632911394,0.0,0.8772775092415923
PGR,2011,0.0296125,33.67375,26.5725,0.0,0.8649253566442894
PGR,2012,0.3191625,30.562500000000004,25.418749999999996,0.0,0.8379430553343596
PGR,2014,0.63884,27.494,25.733999999999998,0.0,0.8516542887908676
PGR,2015,0.029016666666666673,49.6,18.166666666666664,0.0,0.9091832390682965
PGR,2016,0.24514782608695643,56.52782608695652,17.56478260869565,0.0,0.876561028849809
PGR,2017,0.20568461538461533,42.673589743589744,20.129487179487178,0.0,0.8644413956809456
PGR,2018,0.4238571428571429,55.097142857142856,17.396428571428576,0.0,0.8758501216602339
PGR,2019,-0.066995,46.87049999999999,18.740666666666666,0.0,0.8826470672989395
PGR,2020,0.234425,47.12,19.4875,0.0,0.8886784511784512
PGR,2021,0.17995172413793098,42.6655172413793,20.224310344827586,0.6637931034482759,0.8650573607490059
PGR,2022,0.15412112676056341,40.30943661971831,20.626338028169016,0.1676056338028169,0.8615867794787714
PGR,2023,0.08113333333333334,46.13078431372547,20.060392156862743,0.4392156862745098,0.8610697376746237
PGR,2024,-0.03932222222222223,23.998888888888892,26.193333333333335,0.0,0.8501226542952574
TRV,2007,-0.2829,14.656000000000002,24.13733333333333,0.0,0.8406426860204999
TRV,2008,-0.05898727272727269,31.96909090909092,21.59890909090909,0.0,0.879488370588239
TRV,2009,-0.18258,9.002,29.436,0.0,0.8341433877420841
TRV,2010,0.05111538461538459,21.900384615384613,24.680897435897435,0.0,0.8585998133244197
TRV,2011,0.08317968749999997,22.25625,25.1775,0.0,0.8400202745413359
TRV,2012,0.15808250000000001,30.474999999999987,23.291874999999997,0.27,0.8559355816796614
TRV,2013,0.08747083333333334,24.779374999999998,24.972499999999993,0.0,0.8598181454848265
TRV,2014,0.025465624999999992,19.298958333333342,26.09999999999999,0.4270833333333333,0.8397891212718895
TRV,2015,0.3875636363636363,28.806363636363642,23.869999999999997,0.0,0.8435798783858622
TRV,2016,-0.04900222222222221,37.03466666666667,20.281555555555556,0.0,0.8783436567982861
TRV,2017,-0.2662528571428571,28.128571428571433,22.30542857142856,0.15,0.8571802447155837
TRV,2018,-0.2499619047619047,21.973650793650794,24.245396825396828,0.0,0.8581880907879452
TRV,2019,-0.25775299999999995,23.347099999999998,23.132899999999992,0.0,0.8552335482044066
TRV,2020,-0.06074416666666667,20.614583333333332,24.207166666666662,0.0,0.8468938015312254
