ticker,Year,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,sentiment
AFG,2007,10.726557377049179,26.036229508196723,0.0,0.8532852243201311,0.41727213114754097
AFG,2008,10.211760563380281,26.957323943661972,0.0,0.8419475840484529,0.30551619718309864
AFG,2009,15.029452054794522,26.748287671232877,0.0,0.8282620505556991,0.22908150684931503
AFG,2010,7.689662921348314,27.856853932584272,0.0,0.8453883050460168,0.15903258426966294
AFG,2011,13.334677419354838,26.735887096774192,0.0,0.8155573356892569,0.11928629032258063
AFG,2012,15.196444444444445,26.348777777777777,0.0,0.8320284958182106,0.08478444444444444
AFG,2013,14.704545454545455,25.616233766233766,0.0,0.8400249806147738,0.1652987012987013
AFG,2014,18.563076923076924,25.85813186813187,0.13076923076923078,0.8078921450751737,0.10696043956043953
AFG,2015,20.25166666666667,24.996555555555556,0.0,0.8412718249737227,0.33763444444444446
AFG,2016,20.998235294117645,25.12985294117647,0.0,0.8227547178957095,0.12617941176470587
AFG,2017,22.072822580645163,24.61935483870968,0.0,0.8535719194872551,0.0893524193548387
AFG,2018,23.485844155844156,23.884415584415585,0.0,0.8526514517902793,0.04535584415584416
AFG,2019,21.488849557522123,24.414778761061946,0.0,0.8357714608840426,0.009966371681415946
AFG,2020,13.651928571428572,26.311500000000002,0.09285714285714286,0.8197800646362805,0.18817285714285717
AFG,2021,11.511764705882353,26.96637254901961,0.12254901960784313,0.8132487739581387,0.1590401960784314
AFG,2022,16.422045454545454,26.295340909090907,0.0,0.825953324310743,0.17477386363636363
AFG,2023,21.863711340206187,24.445257731958762,0.0,0.8519153383935455,0.15316288659793814
AFG,2024,10.39706896551724,26.931206896551725,0.21034482758620687,0.872952931445093,-0.02537068965517242
AFL,2008,34.10207317073171,21.161463414634145,0.0,0.8570747900721792,0.21308902439024388
AFL,2009,28.036619718309858,23.547605633802817,0.0,0.8353939578733504,0.3226338028169014
AFL,2010,27.68622641509434,23.77198113207547,0.0,0.8254737881677625,0.3814311320754717
AFL,2011,23.648855421686747,25.438433734939757,0.08313253012048193,0.819582360874874,0.3074355421686747
AFL,2012,32.178141025641025,22.228461538461538,0.0,0.8469075237070844,0.4041621794871795
AFL,2013,38.90718562874252,20.92263473053892,0.0,0.8491896296396912,0.2457808383233533
AFL,2014,33.0357037037037,22.302370370370372,0.0,0.8338192542223433,0.26435555555555557
AFL,2015,31.79572463768116,22.579492753623185,0.0,0.8470800163142278,0.2613231884057971
AFL,2016,29.25213740458015,23.30946564885496,0.0,0.8524164903265623,0.20966793893129773
AFL,2017,25.935054945054947,24.256153846153847,0.0,0.8400456884853852,0.2823615384615385
AFL,2018,34.67023622047244,20.22905511811024,0.30078740157480316,0.8544523963716123,0.13772598425196847
AFL,2019,29.85520833333333,23.07715277777778,0.0,0.8360144623935858,0.19948680555555556
AFL,2020,22.621923076923075,24.7025,0.0,0.8416755500751643,0.169975
AFL,2021,27.25,23.68096,0.0,0.8390816359570847,0.345436
AFL,2022,29.0196992481203,22.851954887218046,0.0,0.8585975275537264,0.11809172932330826
AFL,2023,28.826493506493506,22.413246753246753,0.0,0.8532956344652408,0.24672922077922077
AFL,2024,31.814745762711862,21.65669491525424,0.0,0.8592129263080029,0.1947466101694915
ALL,2007,25.74377049180328,24.19950819672131,0.0,0.8434688985433537,0.18997131147540988
ALL,2008,29.740152671755727,22.85145038167939,0.0,0.852846963963387,0.30835801526717554
ALL,2009,24.31972972972973,24.201351351351352,0.0,0.8615465319230282,0.23113783783783787
ALL,2010,30.29664634146341,22.22006097560976,0.0,0.8552049765493663,0.1928810975609756
ALL,2011,34.86432432432432,21.059662162162162,0.08445945945945946,0.8648851873986626,0.25507905405405407
ALL,2012,32.27524096385542,22.307289156626506,0.0,0.8554814870777727,0.26672469879518074
ALL,2013,26.411061452513966,23.6463687150838,0.11284916201117318,0.8417508027511919,0.340827374301676
ALL,2014,25.65824561403509,24.081754385964913,0.0,0.8365745445090587,0.29227017543859646
ALL,2015,29.57502590673575,21.787720207253884,0.0,0.8671186732372037,0.3263383419689119
ALL,2016,27.583780487804876,22.608353658536586,0.0,0.8657803076053693,0.34668719512195123
ALL,2017,30.66142857142857,20.945760368663592,0.0,0.872488513506034,0.3333691244239631
ALL,2018,32.66481651376147,20.740733944954126,0.0,0.8780417232666373,0.2745504587155963
ALL,2019,25.398500000000002,22.356333333333335,0.0,0.8759001340507825,0.31404166666666666
ALL,2020,28.693081761006287,22.78377358490566,0.07044025157232704,0.865182298682163,0.31829245283018875
ALL,2021,22.672314814814815,24.079444444444444,0.0,0.8652711282199584,0.36255462962962964
ALL,2022,23.792035087719295,23.27357894736842,0.05333333333333334,0.8703473941537201,0.1682915789473684
ALL,2023,20.48955357142857,23.89361607142857,0.0,0.8728959171753574,0.31192366071428573
