ticker,Year,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,sentiment
ALL,2024,31.065384615384616,21.782307692307693,0.0,0.8841573319287594,0.3806402366863906
PGR,2010,-6.2553488372093025,36.94813953488372,0.0,0.7895885817789471,0.08028837209302325
PGR,2011,24.518600000000003,26.069000000000003,0.0,0.8077572276311717,0.16322599999999998
PGR,2012,30.010185185185183,24.55,0.0,0.8219072486444455,0.12649259259259257
PGR,2013,16.92060606060606,27.067575757575757,0.3787878787878788,0.793291451724462,0.07766666666666666
PGR,2014,23.47068181818182,25.983636363636364,0.0,0.8057002628131692,0.10696136363636363
PGR,2015,31.75052631578947,23.468421052631577,0.3078947368421052,0.8140108804080431,0.03095
PGR,2016,39.41982456140351,21.7859649122807,0.20526315789473684,0.8229913144574285,0.1200421052631579
PGR,2017,33.84388888888889,22.14236111111111,0.0,0.8445629536140923,0.22860833333333336
PGR,2018,29.253295454545455,22.783011363636362,0.0,0.8545950344100202,0.24892329545454547
PGR,2019,38.38298913043479,20.54875,0.0,0.8660938129321157,0.1724048913043478
PGR,2020,35.222857142857144,21.989732142857143,0.0,0.8604791744645128,0.19343839285714287
PGR,2021,34.968104575163395,21.391764705882352,0.0,0.8696396254496939,0.2349705882352941
PGR,2022,29.735673758865246,23.230212765957447,0.0,0.8442381762766501,0.1993489361702128
PGR,2023,24.89389312977099,24.679007633587783,0.09541984732824428,0.851741307802623,0.3110839694656488
PGR,2024,38.84578431372549,20.648725490196078,0.0,0.8635283682441431,0.17324705882352945
TRV,2007,27.44613636363636,23.926363636363636,0.2840909090909091,0.8331387514086139,0.1721318181818182
TRV,2008,27.161698113207546,23.19245283018868,0.05283018867924528,0.8536688550392586,0.127675
TRV,2009,17.749406779661015,27.842881355932203,0.0,0.8341605091555434,0.30020508474576263
TRV,2010,24.759114583333332,23.727760416666666,0.0,0.8611961175535386,0.25166302083333336
TRV,2011,25.154935064935064,23.970649350649353,0.0,0.847124422016245,0.31284458874458876
TRV,2012,25.785416666666666,23.653214285714284,0.07083333333333333,0.855681544471557,0.3037172619047619
TRV,2013,26.118294573643414,23.622403100775195,0.0,0.8545723544726452,0.16497596899224806
TRV,2014,23.030536585365855,24.86541463414634,0.2,0.8345814853419079,0.25727073170731707
TRV,2015,22.688079096045197,24.355706214689267,0.07683615819209039,0.8426988665174343,0.311161581920904
TRV,2016,23.546685082872926,24.021491712707185,0.0,0.8459257576745154,0.2475314917127072
TRV,2017,27.39,22.53179104477612,0.10049751243781094,0.848528421494563,0.26782835820895523
TRV,2018,21.51676056338028,23.88549295774648,0.0,0.8564324513776295,0.3099345070422535
TRV,2019,21.25,24.076964285714286,0.0,0.8509854402949996,0.18091547619047624
TRV,2020,20.415769230769232,24.68474358974359,0.04487179487179487,0.8628484503091184,0.18579188034188032
TRV,2021,24.436147540983608,23.163524590163934,0.0,0.8717728978820142,0.3337946721311475
TRV,2022,22.369061032863847,24.147511737089204,0.06384976525821597,0.8626693743420077,0.34399389671361497
TRV,2023,25.366666666666664,22.671891891891892,0.0,0.8812859950304752,0.37795
TRV,2024,27.038152866242037,22.96566878980892,0.0,0.8667971423148026,0.3891203821656051
